# Fig10c.dat
# Data for ANSI Z136.1 Figure 10c
# Thermal MPE, 400 nm to 700 nm
1.0e-01   2.347e-02
2.5e-01   1.867e-02
1.2e+01   7.022e-03
3.0e+04   7.022e-03


# MPE for 850 nm
1.0e-01   4.684e-02
2.5e-01   3.725e-02
1.2e+01   1.401e-02
3.0e+04   1.401e-02


# MPE for 1064 nm
1.0e-01   1.174e-01
2.5e-01   9.334e-02
1.2e+01   3.511e-02
3.0e+04   3.511e-02


# MPE for 1315 nm
1.000e-01  2.339e+01
1.446e-01  1.638e+01
2.091e-01  1.149e+01
3.024e-01  8.065e+00
4.373e-01  5.669e+00
6.325e-01  3.990e+00
9.146e-01  2.812e+00
1.323e+00  1.984e+00
1.913e+00  1.402e+00
2.766e+00  9.928e-01
4.000e+00  7.060e-01
1.000e+01  2.824e-01
1.249e+01  2.824e-01
3.000e+04  2.824e-01


# MPE for 1400 nm
1.0e-01   5.149e+00
2.5e-01   2.384e+00
4.0e-01   1.613e+00
6.0e-01   1.155e+00
8.0e-01   9.120e-01
1.0e+00   7.600e-01
1.3e+00   6.138e-01
2.0e+00   4.330e-01
2.3e+00   3.868e-01
3.0e+00   3.123e-01
3.3e+00   2.893e-01
4.0e+00   2.500e-01
1.0e+01   1.000e-01
2.0e+01   1.000e-01
4.0e+01   1.000e-01
6.0e+01   1.000e-01
8.0e+01   1.000e-01
1.0e+02   1.000e-01
2.0e+02   1.000e-01
4.0e+02   1.000e-01
6.0e+02   1.000e-01
8.0e+02   1.000e-01
1.0e+03   1.000e-01
2.0e+03   1.000e-01
4.0e+03   1.000e-01
6.0e+03   1.000e-01
8.0e+03   1.000e-01
1.0e+04   1.000e-01
2.0e+04   1.000e-01
3.0e+04   1.000e-01
