# Fig10b.dat
# Data for ANSI Z136.1 Figure 10b
# Thermal MPE, 400 nm to 700 nm
1.0e-01   6.402e-03
2.5e-01   5.091e-03
1.0e+01   2.007e-03
3.0e+04   2.007e-03


# MPE for 850 nm
1.0e-01   1.277e-02
2.5e-01   1.016e-02
1.0e+01   4.004e-03
3.0e+04   4.004e-03


# MPE for 1064 nm
1.0e-01   3.201e-02
2.5e-01   2.546e-02
1.0e+01   1.003e-02
3.0e+04   1.003e-02


# MPE for 1315 nm
1.000e-01  1.300e+01
2.279e-01  1.058e+01
2.279e-01  1.058e+01
3.035e-01  8.039e+00
4.041e-01  6.113e+00
5.382e-01  4.651e+00
7.168e-01  3.542e+00
9.547e-01  2.700e+00
1.271e+00  2.059e+00
1.693e+00  1.572e+00
2.255e+00  1.202e+00
3.003e+00  9.193e-01
4.000e+00  7.060e-01
1.000e+01  2.824e-01
1.036e+01  2.824e-01
3.000e+04  2.824e-01


# MPE for 1400 nm
1.0e-01   5.149e+00
2.5e-01   2.384e+00
4.0e-01   1.613e+00
6.0e-01   1.155e+00
8.0e-01   9.120e-01
1.0e+00   7.600e-01
1.3e+00   6.138e-01
2.0e+00   4.330e-01
2.3e+00   3.868e-01
3.0e+00   3.123e-01
3.3e+00   2.893e-01
4.0e+00   2.500e-01
1.0e+01   1.000e-01
2.0e+01   1.000e-01
4.0e+01   1.000e-01
6.0e+01   1.000e-01
8.0e+01   1.000e-01
1.0e+02   1.000e-01
2.0e+02   1.000e-01
4.0e+02   1.000e-01
6.0e+02   1.000e-01
8.0e+02   1.000e-01
1.0e+03   1.000e-01
2.0e+03   1.000e-01
4.0e+03   1.000e-01
6.0e+03   1.000e-01
8.0e+03   1.000e-01
1.0e+04   1.000e-01
2.0e+04   1.000e-01
3.0e+04   1.000e-01
